dead_count,location,price,shop,title
,,1099,,
,,5249,,
,,1796,,
,,39,,
,,1446,,
,,1146,,
,,6284,,
,,7699,,
,,499,,
,,10,,
,,298,,
,,308,,
,,138,,
,,9549,,
,,328,,
,,288,,
,,8088,,
,,186,,
,,1279,,
,,5249,,
,,296,,
,,348,,
,,650,,
,,2399,,
,,498,,
,,493,,
,,88,,
,,89,,
,,368,,
,,85,,
,,649,,
,,100,,
,,170,,
,,79,,
,,178,,
,,6499,,
,,4249,,
,,39,,
,,1226,,
,,1146,,
,,1999,,
,,1299,,
,,499,,
,,7599,,
,,298,,
,,3099,,
,,138,,
,,5299,,
,,7699,,
,,288,,
,,8999,,
,,228,,
,,298,,
,,2299,,
,,288,,
,,589,,
,,55,,
,,2999,,
,,188,,
,,39,,
,,1729,,
,,2499,,
,,899,,
,,186,,
,,169,,
,,296,,
,,348,,
,,9499,,
,,2399,,
,,498,,
,,493,,
,,88,,
,,89,,
,,368,,
,,85,,
,,649,,
,,1299,,
,,1599,,
,,1188,,
,,100,,
,,10799,,
,,1099,,
,,299,,
,,780,,
,,3299,,
,,69,,
,,93,,
,,100,,
,,170,,
,,79,,
,,178,,
,,298,,
,,2299,,
,,288,,
,,589,,
,,55,,
,,2999,,
,,188,,
,,39,,
,,1729,,
,,2499,,
,,899,,
,,898,,
,,5999,,
,,726,,
,,1030,,
,,996,,
,,39,,
,,1399,,
,,798,,
,,998,,
,,2996,,
,,358,,
,,490,,
,,998,,
,,688,,
,,988,,
,,1688,,
,,1180,,
,,527,,
,,449,,
,,1780,,
,,1466,,
,,628,,
,,588,,
,,1,,
,,268,,
,,608,,
,,39,,
,,888,,
,,892,,
,,2698,,
,,558,,
,,798,,
,,698,,
,,514,,
,,100,,
,,228,,
,,1188,,
,,726,,
,,10799,,
,,299,,
,,1099,,
,,780,,
,,2899,,
,,69,,
,,1399,,
,,898,,
,,1199,,
,,1969,,
,,1030,,
,,570,,
,,39,,
,,4899,,
,,798,,
,,998,,
,,781,,
,,358,,
,,490,,
,,998,,
,,688,,
,,988,,
,,1688,,
,,1180,,
,,527,,
,,449,,
,,1780,,
,,1466,,
,,628,,
,,588,,
,,1,,
,,268,,
,,608,,
,,39,,
,,888,,
,,892,,
,,2698,,
,,558,,
,,798,,
,,698,,
